"title","description","theme","use_case","status","disaster_cycle","technology","disaster_type","region","subregion","country","partner","un_host","data","sdg","date_of_implementation","source","img_url","id","uuid","created_at","updated_at"
"Arko Philippines Typhoon Application","The Philippines is hit by several typhoons a year. Most of the time, these cause major flooding that can be a danger to people's life and livelihood. Against this backdrop, the smartphone application Arko aims to address the need of Filipino citizens for more information during times of major rains, typhoons and floods. By accessing the extensive databases of Project NOAH and DOST, Arko enables a user up-to-the-minute updates on rainfall and other weather conditions in close proximity or chosen location.","Risk Reduction","Emergency communications","production","response","Mobile App","Various","Asia","South-eastern Asia","Philippines","Pointwest Technologies Corporation,NOAH","None","Spatial Data","No Information","2017","https://drrgateway.net/e-resilience/tool/arko-philippines-typhoon-application","https://drrgateway.net/sites/default/files/e-resilience-toolkit-2017-06/arko-application-e-resilience-philippines.jpg","79","a72fac9c-c2f6-4a36-a546-4db37ae7ca9b","2023-07-11T09:14:24.363184+00:00",""
"Monster Guard Kids Mobile Application","Monster Guard is a mobile application created by the American Red Cross that is designed specifically for kids with the aim of preparing them for disasters. Follow Maya, Chad, Olivia and all the monsters as they teach kids (aged 7-11) about how to prepare for real-life emergencies-at home plus other environments-in a fun and engaging game.","Risk Reduction","Situational awareness/actionable information gathering","production","preparedness","Mobile App","Various","Americas","Northern America","United States of America","American Red Cross","None","None","No Information","2019","https://www.redcross.org/get-help/how-to-prepare-for-emergencies/teaching-kids-about-emergency-preparedness.html/?subcode=monsterguard-retirement-lightbox","https://www.justserve.org/api/images/1df2edf8-2de1-4e61-851d-fc93dce8a2df.png","80","91a2c38a-1c04-4f5f-acb5-7236bf50ff33","2023-07-11T09:14:24.363184+00:00",""
"Mobile4D Disaster Alert System","In case of natural disasters such as floods and extreme weather, a fast and secure flow of information is essential for citizens to be able to cope with the situation. Mobile4D is a disaster information and alerting system based on smartphone technology to allow both for timely notification of affected stakeholders and easy and barrier-free crowdsourcing of disaster information on the local level in Lao PDR.","Risk Reduction","Disaster Risk Management","production","preparedness","Mobile App,Crowdsourcing,Artificial Intelligence","Various","Asia","South-eastern Asia","Lao People's Democratic Republic","Capacity Lab,University of Bremen","None","None","No Information","No Information","https://drrgateway.net/e-resilience/tool/mobile4d-disaster-alert-system-lao-pdr ","https://drrgateway.net/sites/default/files/e-resilience-toolkit-2017-06/mobile4d-application-lao-pdr_0.jpg","81","25f1e364-2782-428e-b235-3a1dca275c76","2023-07-11T09:14:24.363184+00:00",""
"Terai Cross-Border Flood Early Warning System","Terai is a low-lying region in Northwestern India and Southern Nepal. For years, the area has been affected by recurring floods, resulting in loss of lives. Christian Aid, with its local partner Poorvanchal Gramin Vikas Sansthan (PGVS), initiated a pilot flood early warning system in the Terai region.","Risk Reduction","Disaster assessment/prediction and early warning systems","prototype","response","Artificial Intelligence,Remote Sensing","Floods","Asia","Southern Asia","India,Nepal","Christian Aid","None","None","No Information","2017","https://drrgateway.net/e-resilience/tool/terai-cross-border-flood-early-warning-system","https://drrgateway.net/sites/default/files/e-resilience-toolkit-2017-04/high-water-123200_1280%281%29.jpg","82","97bda6db-4874-4d3f-8a43-2cceabdebe7d","2023-07-11T09:14:24.363184+00:00",""
"Firetide Wireless Mesh Network Flood Monitoring","Firetide, Inc., a provider of high-performance wireless infrastructure mesh networks, installed the world's first mesh network capable of delivering live high-definition (HD) wireless video feeds of river water levels and telemetry data for real-time flood forecasting and historical data collection in Thailand.","Disaster Risk Management","Situational awareness/actionable information gathering","production","preparedness","Artificial Intelligence,Remote Sensing","Floods","Asia","South-eastern Asia","Thailand","UNICOM","None","Numerical Data","No Information","2014","https://www.firetide.com/blog/firetide-wireless-mesh-network-helps-thailand-forecast-floods/","https://www.firetide.com/files/6014/3990/2795/2014-10-20_Flood.jpg","83","0432a951-62b9-4bb5-807c-7579a1dca91b","2023-07-11T09:14:24.363184+00:00",""
"Firetide Wireless Mesh Network Flood Monitoring","Firetide, Inc., a provider of high-performance wireless infrastructure mesh networks, installed the world's first mesh network capable of delivering live high-definition (HD) wireless video feeds of river water levels and telemetry data for real-time flood forecasting and historical data collection in Thailand.","Disaster Risk Management","Situational awareness/actionable information gathering","production","response","Artificial Intelligence,Remote Sensing","Floods","Asia","South-eastern Asia","Thailand","UNICOM","None","Numerical Data","No Information","2014","https://www.firetide.com/blog/firetide-wireless-mesh-network-helps-thailand-forecast-floods/","https://www.firetide.com/files/6014/3990/2795/2014-10-20_Flood.jpg","84","cc270f80-cf37-474f-9517-634145b4f898","2023-07-11T09:14:24.363184+00:00",""
"Guidelines for Establishing Disaster Loss Databases","This report documents the experiences of the UNDP Regional Programme on Capacity Building for Sustainable recovery and Risk Reduction in implementing disaster loss databases using the DesInventar methodology.  The DesInventar is based on a relational database structure and a disciplined expert assisted structure for data collection and classification that permits the homogeneous capture, analysis and graphic representation of information on disaster occurrences and losses.","Disaster Risk Management","Damage and loss assessment","production","recovery","Data Collection,Data Analysis","Various","Global","Global","Global","UNDP,UNDRR","UNDP,UNDP Regional Centre in Bangkok","Spatial Data","No Information","2015","https://www.asia-pacific.undp.org/content/rbap/en/home/library/climate-and-disaster-resilience/guidelines-n-lessons-disaster-loss-database.html","https://drrgateway.net/sites/default/files/styles/medium/public/e-resilience-toolkit-2017-06/guidelines-undp-disaster-loss-databases.jpg?itok=gxztq5Kt","85","b1138472-b4b2-4d98-8794-561cfb6a41b8","2023-07-11T09:14:24.363184+00:00",""
"Sai Fah Flood Game Application","Sai Fah: The Flood Fighter is the first mobile application developed by UNESCO Bangkok and Opendream, was built to raise awareness around flood safety issues following the 2011 deluge in Thailand. The app challenges players of all ages, but particularly children, to learn how to protect themselves and those around them from floods. Players learn flood safety lessons as they encounter flood hazards, from live electrical current to dangerous wildlife.","Risk Reduction","Situational awareness/actionable information gathering","production","preparedness","Mobile App","Floods","Asia","South-eastern Asia","Thailand","Opendream","UNESCO,UNESCO Bangkok","None","No Information","2015","https://drrgateway.net/e-resilience/tool/sai-fah-flood-game-application ","https://drrgateway.net/sites/default/files/e-resilience-toolkit-2017-06/saifah-flood-game-application.jpg","86","595c19ce-43e6-4d64-a3c7-8182970524e7","2023-07-11T09:14:24.363184+00:00",""
"Google Person Finder Platform","Google Person Finder is a web application that allows individuals to post and search for the status of relatives or friends affected by a disaster.","Disaster Risk Management","Seach and rescue","production","response","Remote sensing","Various","Global","Global","Global","Google","None","Mobile Network Data","No Information","2005","https://support.google.com/personfinder/?hl=en","https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Google_2015_logo.svg/1200px-Google_2015_logo.svg.png","87","8a850cd3-843b-4016-bee6-f2d2ca31026b","2023-07-11T09:14:24.363184+00:00",""
"App Tanah","Tanah: Earthquake and Tsunami Fighter is a fun action packed game (mobile application) that makes learning about disaster risk reduction actions interesting and engaging for people of all ages, but particularly children. With more than 20 exciting and challenging stages, Tanah: The Tsunami and Earthquake Fighter, has been developed to engage users to learn how to protect themselves from earthquakes and tsunamis, providing key survival lessons for all phases of disaster preparedness, response and recovery.","Risk Reduction","Situational awareness/actionable information gathering","production","preparedness","Mobile App","Tsunamis","Global","Global","Global","Red Cross/Red Crescent Global Disaster preparedness Center (GDPC),Opendream","UNESCO,UNESCO Bangkok","None","No Information","2016","https://southeastasiaglobe.com/new-unesco-game-app-tanah-the-tsunami-earthquake-fighter-teaches-children-survival-skills/ ","https://sp-ao.shortpixel.ai/client/to_auto,q_glossy,ret_img,w_300/https://southeastasiaglobe.com/wp-content/uploads/2016/01/1024x1024sr-300x300.jpg","88","26bd0f39-6de7-4eef-bef7-e41007906993","2023-07-11T09:14:24.363184+00:00",""
"Audio-Processing-Based Human Detection at Disaster Sites With Unmanned Aerial Vehicle","The use of robots to search for people is expected to become an auxiliary tool for saving lives during a disaster. In particular, because UAVs can collect information from the air, there has been much research into human search using UAVs equipped with cameras. However, the disadvantage of cameras is that they struggle to detect people who are hidden in shadows. To solve this problem, we mounted an array microphone on a UAV and to detect the human voice as a means of finding people that cameras cannot. Also a search method is proposed that combines voice and camera human detection to compensate for their respective shortcomings. The rate and accuracy of human detection by the proposed method are assessed experimentally.","Disaster Risk Management","Seach and rescue","prototype","response","Drones","Various","Global","Global","Global","None","None","Spatial Data","No Information","2020","https://ieeexplore.ieee.org/document/9104665","https://ieeexplore.ieee.org/ielx7/6287639/8948470/9104665/graphical_abstract/access-gagraphic-2998776.jpg","89","1d5841ec-0c18-4120-a9f0-e218fa8a5f57","2023-07-11T09:14:24.363184+00:00",""
